ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Education_nums,Marital_Status_nums,TotalChildren,HasChildren,Days_Since,RecencyRatio,TenureBucket,RecencyBucket,TotalAccepted,Cluster,PCA1,PCA2
-0.020566687070575504,-1.0172961242361758,Graduation,Single,0.23587528318369336,-0.825388396680897,-0.9302272596543489,2012-09-04,0.30727179399616056,1.0058509848752168,2.1784925518575964,2.212161386229137,2.191007488007113,2.1452683437083855,1.216424624316368,0.5087005342830161,1.4871271894106277,2.6974105517869185,-0.5520768893966107,0.7234389878538774,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,2.3869656031076696,1.0172961242361769,-0.821070942079853,0.9299841282197131,-1.2646182929415224,-1.5848577035006546,1.5300381493430713,0.17548303893862727,12.5-13yr,31-90,-0.43881554725830135,2,4.818402444806926,0.9090949982611592
-1.0531172479617263,-1.2737216910085984,Graduation,Single,-0.2351542377788101,1.032150681161323,0.9064173827523399,2014-03-08,-0.3835840310899351,-0.8798627707242819,-0.7589261855159971,-0.8106908406415302,-0.7462380677291506,-0.7604658362290418,-0.8390267471921359,-0.14119272396433247,-1.1570109574022505,-0.5941202463903063,-1.1674211851515772,-0.12853943585189992,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,1.2737216910085998,-0.821070942079853,0.9299841282197131,1.3954203730765178,0.6309714732061981,-1.1914841782550134,-0.3104919704392008,11-12yr,31-90,-0.43881554725830135,0,-2.8571465616357243,1.0105959022491713
-0.4468405454922058,-0.33349461284304843,Graduation,Together,0.7740406888958974,-0.825388396680897,-0.9302272596543489,2013-08-21,-0.7980975261415925,0.3742577558362822,1.003525056908159,-0.13334802684273256,1.955532105901674,-0.034032291244685084,0.06336653786037812,-0.791085982211681,1.4871271894106277,-0.2283946021483924,1.2939559978682893,-0.5545286477047886,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,0.33349461284304965,-0.821070942079853,-0.31649549720119663,-1.2646182929415224,-1.5848577035006546,-0.2067879179058883,-0.7887424913455113,12-12.5yr,1-30,-0.43881554725830135,2,2.477329674214083,-0.29698682270611926
0.18224473653132814,1.290533976715629,Graduation,Together,-1.0218542126744683,1.032150681161323,-0.9302272596543489,2014-02-10,-0.7980975261415925,-0.8798627707242819,-0.6487729828644874,-0.732320597722661,-0.5479430091140441,-0.6878224817306062,-0.8640932273324835,-0.14119272396433247,-0.7792769364289821,-0.9598458906322201,-0.5520768893966107,0.29744977600098876,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,-1.2905339767156276,-0.821070942079853,-0.31649549720119663,0.06540104006749761,0.6309714732061981,-1.0628303954958314,-0.7523289485773897,11-12yr,1-30,-0.43881554725830135,3,-2.6949579639663757,-2.07236146596972
-0.08221149667601733,1.0341084099432063,PhD,Married,0.2420656830267651,1.032150681161323,-0.9302272596543489,2014-01-19,1.5508122791511327,-0.39030246878979663,0.7832186516051395,-0.183728897290577,0.34438475465393453,0.18389777225062195,-0.6134284259290074,1.8084870507777133,0.3539251264908228,0.13733104209352143,0.06326740635835598,-0.12853943585189992,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,-1.034108409943205,0.07752773572476103,-0.9397353099116516,0.06540104006749761,0.6309714732061981,-0.9539695023919079,1.6866462993279265,12-12.5yr,91-100,-0.43881554725830135,3,-0.6227505678620279,-0.2674911150444221
0.5718399332377205,-0.16254423499476658,Master,Together,0.410604311012331,-0.825388396680897,0.9064173827523399,2013-09-09,-1.1435254386846403,0.658323610045181,0.7465009173879696,-0.29568638717467577,-0.7958118323829272,0.7287229309888895,-0.638494906069355,-0.14119272396433247,0.7316591474640911,0.5030566863354353,1.2939559978682893,0.29744977600098876,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,0.1625442349947678,0.976126413529375,-0.31649549720119663,0.06540104006749761,0.6309714732061981,-0.3008041437683676,-1.1335826031100074,12-12.5yr,1-30,-0.43881554725830135,5,0.42892439203365906,1.2146278911868547
-1.4257601220266223,0.17935652070179706,Graduation,Divorced,0.13591031023396077,-0.825388396680897,0.9064173827523399,2012-11-13,-0.5217551961071543,-0.2029398840988208,1.5910088043828776,0.0737733294428502,0.44353228396148775,0.9829746717334145,-0.31263066424483604,1.1585937925303647,1.1093931684373595,0.13733104209352143,0.3709395542358393,0.29744977600098876,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,-0.17935652070179584,-0.821070942079853,1.553223940930168,0.06540104006749761,0.6309714732061981,1.1836625803760423,-0.580910787699263,12.5-13yr,31-90,-0.43881554725830135,5,0.648622920623642,1.6216981233864163
0.1807036162911921,1.37600916563977,PhD,Married,-0.7499558763413563,1.032150681161323,-0.9302272596543489,2013-05-08,-0.5908407786157638,-0.6834342545160007,-0.4284665775614679,-0.5307971159312832,-0.7214511854022623,-0.7604658362290418,-0.4128965848062265,-0.14119272396433247,-0.02380889448244552,-0.9598458906322201,-0.5520768893966107,1.1494281997067661,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,-1.3760091656397686,0.07752773572476103,-0.9397353099116516,0.06540104006749761,0.6309714732061981,0.31277543554465514,-0.6059580982942668,12-12.5yr,31-90,-0.43881554725830135,3,-2.4913737778914777,-1.6660647259714365
-0.22676857520077845,0.4357820874742198,PhD,Together,-0.873883687393302,1.032150681161323,-0.9302272596543489,2013-06-06,-1.0398970649217258,-0.8707968392069766,-0.7956439197331671,-0.7099290997458413,-0.7214511854022623,-0.6878224817306062,-0.9392926677535263,-0.791085982211681,-0.40154291545571386,-0.9598458906322201,-1.1674211851515772,1.5754174115596546,-0.28034281259688965,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,2.3869656031076696,-0.4357820874742186,0.07752773572476103,-0.31649549720119663,0.06540104006749761,0.6309714732061981,0.16927698554402887,-1.0428420518086716,12-12.5yr,1-30,-0.43881554725830135,3,-2.674097080952396,-1.7401057036162695
0.09501733093962794,-1.615622446705162,PhD,Together,-1.8604736701249218,1.032150681161323,0.9064173827523399,2014-03-13,0.6526997065392084,-0.8284891587928853,-0.7956439197331671,-0.8106908406415302,-0.7710249500560389,-0.7604658362290418,-0.6635613862097026,-0.791085982211681,-1.1570109574022505,-0.9598458906322201,-1.782765480906544,3.279374258971209,3.5670613087481544,-0.284035787362113,-0.27941418925427985,-0.26229899819278446,-0.11658950562909351,-0.09497999694449355,-0.41894193979924416,1.6156224467051634,0.07752773572476103,-0.31649549720119663,1.3954203730765178,0.6309714732061981,-1.2162252903240869,0.7826823592361175,11-12yr,31-90,1.0351039410552423,0,-3.8371438259586763,0.5918917477349874
